irrT,skew_RL,skew_NL,skew_k,vc_RL,vc_NL,vc_k,percentile_5_RL,percentile_5_NL,percentile_5_k,percentile_95_RL,percentile_95_NL,percentile_95_k,mean_RL,mean_NL,mean_k,kurt_RL,kurt_NL,kurt_k,median_RL,median_NL,median_k,max_RL,max_NL,max_k,min_RL,min_NL,min_k,samp_RL,samp_NL,samp_k,var_RL,var_NL,var_k,sigma_RL,sigma_NL,sigma_k,nsen_RL_damage,nsen_NL_damage,nsen_k_damage,sen_RL_damage,sen_NL_damage,sen_k_damage,pear_RL_damage,pear_NL_damage,pear_k_damage,cov_RL_damage,cov_NL_damage,cov_k_damage,vsen_RL_damage,vsen_NL_damage,vsen_k_damage
330,0.43165922147179614,0.009964039405028208,3.0667820359,0.000253478464263,0.72378642184,0.492566114215,0.497565637499,1.82402815882e-06,1.29508400709,0.497899104429,0.000111915681134,2.79984756081,0.49771868256,5.80214753575e-05,1.65386174274,-1.322115169535514,-1.5328539913601131,6.65186545158,0.497699677099,5.86040041672e-05,1.38562397702,0.497923057684,0.000115863858731,3.95285877312,0.497555504637,1.00351765854e-12,1.28912757163,10.0,10.0,10.0,1.59165896676e-08,1.76359313073e-09,0.663632223186,0.00012616096729,4.19951560389e-05,0.81463625207,0.000258643046062,1.44455942398,-3.11381402723,0.000400683653992,0.000135781921104,-2.03626121273,0.9555495624204485,0.9727905703135895,-0.752049381696,3.62706075695e-05,1.22912245766e-05,-0.184326040306,0.000225735375669,0.000146973506044,-9.03039498742
340,0.43082976488136004,-0.6630736737244524,3.07129547627,0.000572272335881,0.594529388665,0.497443083604,0.497578414115,4.11736665126e-06,1.29192298026,0.498331615437,0.000119275865579,2.79661891798,0.497924177956,7.23323485616e-05,1.64407790419,-1.3224280362370813,-1.048803754922434,6.66624060119,0.497881327545,8.12884445522e-05,1.37102577596,0.498385671185,0.000122109061975,3.95294985437,0.497555504662,1.00784867415e-12,1.28653220699,10.0,10.0,10.0,8.1195495154e-08,1.84931881325e-09,0.668854385483,0.000284948232411,4.3003706971e-05,0.817835182346,0.00254334156213,2.5300423576,-4.3580903993,0.000905055018247,0.000141006909308,-2.03471147523,0.9556208481287338,0.9865318298468916,-0.748537646488,8.19272138223e-05,1.27641999396e-05,-0.184185755271,0.00222066362185,0.000320904075972,-12.5641612598
350,0.4290111719466232,-1.1004536281748214,3.07953157529,0.00125656759207,0.519172663219,0.499634103068,0.497605957505,8.89100686539e-06,1.29247190892,0.499261406544,0.000117795027576,2.7900997787,0.498366295395,7.83376650108e-05,1.63918231243,-1.3231394357214656,-0.3507009947653552,6.69619865888,0.498272490089,8.95758198572e-05,1.36600496317,0.499379984785,0.000119997151233,3.95302540244,0.497555504715,1.01716666707e-12,1.28732328197,10.0,10.0,10.0,3.92165184917e-07,1.65411187192e-09,0.670746887785,0.000626230935771,4.0670774174e-05,0.818991384439,0.00457178406255,2.4991483333,-5.43841436994,0.00198936153943,0.000132335416844,-2.02587376554,0.9557752978617926,0.9789719600297568,-0.744234245261,0.000180080597228,1.19792407902e-05,-0.183385749838,0.00399529863878,0.00034330294663,-15.6319957645
360,0.42514374363671964,-1.407921930839289,3.08939876762,0.00268214542491,0.461724401285,0.500264937952,0.497663858849,1.62739919738e-05,1.29461816789,0.501204613772,0.000112456357322,2.78062376786,0.499291876817,7.932570068e-05,1.63712839119,-1.3246158086057798,0.5399124911717967,6.73344029723,0.499092950737,9.00333045959e-05,1.36567134696,0.501457201178,0.000114251551477,3.95308840759,0.497555504826,1.03664541164e-12,1.28957602066,10.0,10.0,10.0,1.79338545714e-06,1.34150868118e-09,0.670757614316,0.0013391734231,3.6626611653e-05,0.818997933035,0.00961127922115,1.90210661881,-8.46945277599,0.00425563789757,0.000118194939488,-2.0140776208,0.9561024880508165,0.970909479542964,-0.739894843474,0.000385228023662,1.06992192573e-05,-0.182317941525,0.00841493119787,0.000264584042997,-24.3138070395
370,0.4172844204233607,-1.7065683404035386,3.09616685878,0.00555370068837,0.425192942107,0.499893092432,0.497782673297,2.1754408981e-05,1.29749862503,0.505144580475,0.00010540442109,2.7740440974,0.501175113793,7.72727703908e-05,1.63726771666,-1.3274798110873078,1.642786903346983,6.75906396646,0.500768732155,8.68846219292e-05,1.36744730696,0.505665476367,0.00010690884495,3.95314122534,0.497555505053,1.0765581165e-12,1.29249502009,10.0,10.0,10.0,7.74718515526e-06,1.07950599785e-09,0.669874843342,0.00278337657446,3.28558365872e-05,0.81845882202,0.0209624333304,1.36530853781,7.79862653979,0.00885115967375,0.00010447952633,-2.0046313132,0.9567639653228486,0.9567429432248716,-0.736909708367,0.000801222949484,9.45767530269e-06,-0.181462844711,0.0184223940191,0.000185000185423,22.3899279837
380,0.4020946980185164,-1.9377658899454149,3.0993967303,0.0111033843626,0.406354166189,0.498868772085,0.498020849273,2.3924274506e-05,1.30069789494,0.512858888299,9.76888333648e-05,2.77155298673,0.504887447755,7.33769354436e-05,1.63897044497,-1.332588207506515,2.507635258807306,6.7712739256,0.504096486137,8.21176996035e-05,1.37020876377,0.513892554326,9.89548444574e-05,3.95318572257,0.497555505509,1.15657943299e-12,1.29570138074,10.0,10.0,10.0,3.14267807079e-05,8.89054885609e-10,0.668520735658,0.00560595939228,2.98170234197e-05,0.817631173365,0.0437871939378,1.07425965488,5.04732130418,0.0178505451846,9.32029780832e-05,-1.99863069505,0.9580278617871432,0.9404638475366983,-0.735447564798,0.00161586356928,8.43690180193e-06,-0.180919657925,0.0387664973424,0.000138224080635,14.5059758128
390,0.374318015399165,-2.1115654490356097,3.10089342379,0.0212544271162,0.395294990451,0.497486974223,0.49848740358,2.4228059262e-05,1.30415181599,0.527324508893,8.96630399905e-05,2.77123916099,0.511935256118,6.85720145673e-05,1.64151664561,-1.340585741900711,3.1418018351824966,6.77693427568,0.510497649162,7.66327151045e-05,1.3734895136,0.529278517714,9.0707440793e-05,3.95322338757,0.497555506403,1.31366957777e-12,1.29915496277,10.0,10.0,10.0,0.000118393780018,7.34744660438e-10,0.66688970031,0.0108808905894,2.71061738436e-05,0.816633149162,0.084290304238,0.928503393756,3.37579032999,0.034728717402,8.33450214927e-05,-1.99434589212,0.960286676679906,0.9250986475668708,-0.734767740069,0.0031437061825,7.54454177833e-06,-0.18053178983,0.0756671777469,0.000111646542673,9.71707669524
400,0.32716266405476224,-2.2601216485054754,3.10169700693,0.0384768968234,0.387294160438,0.495841196585,0.499380103225,2.36150371303e-05,1.30807673855,0.553002000989,8.14697426442e-05,2.77200132387,0.524708081386,6.33461848711e-05,1.64464140319,-1.3504501241976439,3.6686314794239347,6.77995806994,0.522346868845,7.0847959267e-05,1.37717229088,0.556475385685,8.22950497303e-05,3.95325541333,0.497555508123,1.61466091591e-12,1.30309940714,10.0,10.0,10.0,0.000407601321847,6.01897896308e-10,0.665009198259,0.0201891387099,2.45336074866e-05,0.81548096131,0.145546230935,0.870266262806,2.76278663842,0.0646846667042,7.41586262564e-05,-1.99049526678,0.9639625354406506,0.9094458926935342,-0.734385216007,0.00585537278204,6.71297270064e-06,-0.180183224274,0.133916346157,9.66690579611e-05,7.96770857356
410,0.2539419918360367,-2.404706090378106,3.10247221743,0.0649211014162,0.380384113212,0.493803117885,0.501046262179,2.25358736181e-05,1.31315784327,0.595595652373,7.31126990385e-05,2.77336714972,0.5465739581,5.78635483758e-05,1.6485433969,-1.357262476521805,4.175466384520416,6.78280850675,0.543249450188,6.48653201862e-05,1.38151950101,0.601330721095,7.37192872676e-05,3.95328276098,0.497555511365,2.18200185305e-12,1.30825999282,10.0,10.0,10.0,0.0012591272691,4.84456587227e-10,0.662686958439,0.0354841833653,2.20103745363e-05,0.81405586936,0.222473941243,0.883107361819,2.6028625213,0.114315056583,6.52168524218e-05,-1.98582411473,0.9692710093379077,0.8914746626296531,-0.733944416202,0.0103480052538,5.90354719376e-06,-0.179760383159,0.213227374283,8.96052472166e-05,7.52430668849
420,0.15095618043197512,-2.5574200304763655,3.10386905548,0.100846543695,0.373701467623,0.491045008747,0.504070217935,2.12406655728e-05,1.32060322781,0.661010516068,6.46854561499e-05,2.77513216066,0.581615380858,5.22389282238e-05,1.65382008376,-1.3509811468719823,4.7179617987120235,6.78786870798,0.577988555926,5.87375655172e-05,1.38719819836,0.669747690647,6.50940057532e-05,3.95330620829,0.497555517367,3.23247971635e-12,1.31587956776,10.0,10.0,10.0,0.00344028009308,3.81099275307e-10,0.659506568352,0.0586539009195,1.95217641443e-05,0.812100097495,0.302464024947,0.980092986149,2.78793486495,0.190254812815,5.63767985998e-05,-1.97867070331,0.9759225498764794,0.8688763003369858,-0.733061756861,0.0172222090546,5.10332956603e-06,-0.179112843447,0.308478204776,8.97793411596e-05,8.08510676923
430,0.018601431887061398,-2.7102941109560517,3.10641545044,0.143399552609,0.367454948116,0.487044799383,0.509379887359,1.98276514365e-05,1.33191237901,0.753724759577,5.64736346505e-05,2.77733277382,0.633922849344,4.65942385515e-05,1.66148567316,-1.3181448863295724,5.2783111188419,6.79709466298,0.631859860316,5.25153174528e-05,1.39543206287,0.766008474478,5.67275172848e-05,3.95332638684,0.497555528293,5.14465184896e-12,1.32744393191,10.0,10.0,10.0,0.00826358321065,2.9313834901e-10,0.654833700901,0.0909042529844,1.71212835094e-05,0.809217956363,0.374209958987,1.23623985595,3.58082253034,0.297036001878,4.78926970614e-05,-1.96723613836,0.9831085899240892,0.8416074641811577,-0.731421269261,0.0268882350223,4.33533338147e-06,-0.178077765989,0.415974417279,0.00010100661909,10.4326412374
440,-0.1360728058528054,-2.8513205719883,3.11024909052,0.187418165089,0.36202998926,0.481249746229,0.518333344548,1.83514999401e-05,1.3481339421,0.875849567616,4.87779038899e-05,2.78018260822,0.706778024953,4.10916038655e-05,1.67270531231,-1.2451015063576503,5.811814212657305,6.81107223364,0.709449622977,4.63481288235e-05,1.40787540374,0.891977183508,4.89236654403e-05,3.9533438103,0.497555547796,8.55991210502e-12,1.34388597316,10.0,10.0,10.0,0.0175464571148,2.21307065897e-10,0.648007301496,0.132463040562,1.48763929061e-05,0.804989007065,0.431347756963,2.01422520722,6.0743158762,0.435724499509,4.00950979476e-05,-1.95042689185,0.9896778776054189,0.8109054906351829,-0.728981201226,0.0394425681523,3.62948063548e-06,-0.176556162655,0.534595694569,0.000145136282249,17.8168811609
450,-0.3037216384220844,-2.965231961983251,3.11469000645,0.227697701402,0.35788499818,0.473361307745,0.532706193662,1.68229994109e-05,1.36888320191,1.02696486975,4.18967357712e-05,2.78415967081,0.802025278329,3.59150646873e-05,1.6882968339,-1.1231720952380493,6.251539838545543,6.827436599,0.813505680294,4.04504053819e-05,1.42604078333,1.0470318247,4.19810444163e-05,3.95335889572,0.497555582056,1.45626552233e-11,1.36461624414,10.0,10.0,10.0,0.0333498132403,1.652115075e-10,0.63867971707,0.182619312342,1.28534628603e-05,0.799174397156,0.472799381086,-1.10953234589,-2.83380930281,0.603752507671,3.33461381459e-05,-1.92921644877,0.9946925081890734,0.7805522868747786,-0.726299920215,0.0546527667318,3.01855261276e-06,-0.174636155064,0.664935975859,-6.9876556572e-05,-8.38946569325
460,-0.46638688442878473,-3.0485301774177023,3.11826126827,0.261675263525,0.355011883346,0.463578037256,0.554494638602,1.52607056258e-05,1.39218270733,1.20707875803,3.58751260824e-05,2.79001832868,0.920559064254,3.11907962046e-05,1.70822039098,-0.9556557868168674,6.5731798016530245,6.84088290938,0.944488885563,3.50454738812e-05,1.45033535742,1.23134437664,3.5923070578e-05,3.95337197891,0.497555641266,2.49498785617e-11,1.38753055568,10.0,10.0,10.0,0.0580268048699,1.22613616774e-10,0.627095245737,0.24088753573,1.10731033037e-05,0.791893456051,0.506957617576,-0.84957944816,-1.06167348904,0.798740708075,2.76902065729e-05,-1.90696455552,0.9976267659122952,0.752373423850738,-0.724523488086,0.0723034505744,2.50656747815e-06,-0.172621873523,0.818348303743,-4.64670748296e-05,-3.18016570069
470,-0.6122242446672597,-3.101612112115262,3.11901855872,0.289112799386,0.353261279364,0.452603762233,0.585569729724,1.36828937246e-05,1.41530678159,1.41746438239,3.07006562264e-05,2.79877942689,1.06303873504,2.69729763535e-05,1.73142624468,-0.7557173405084092,6.775775718355954,6.84435826716,1.10200897326,3.02245096694e-05,1.47934182499,1.44645906748,3.07278220793e-05,3.95338332451,0.497555742359,4.26676112495e-11,1.40992074683,10.0,10.0,10.0,0.0944567105045,9.07924672763e-11,0.614107373237,0.307338104544,9.52850813487e-06,0.783650032372,0.553033433835,-0.393161441275,-0.498209980243,1.0201953496,2.30824116372e-05,-1.88828653695,0.9987195090077833,0.7288411338124976,-0.724973852617,0.0923499244377,2.08946156378e-06,-0.170931105569,1.03089718073,-1.85957913599e-05,-1.51262507023
480,-0.7339756619592452,-3.1315895419231152,3.11493722327,0.311235517298,0.35230604075,0.441452456716,0.627209647232,1.21479283332e-05,1.43566683288,1.66147584362,2.63244481011e-05,2.81147101233,1.23060381867,2.33007729643e-05,1.75607682099,-0.5441816171410987,6.888162501770109,6.83052904405,1.2861162908,2.60488676987e-05,1.51013763026,1.69601017715,2.63399997716e-05,3.95339313132,0.497555912203,7.24345889542e-11,1.42930145572,10.0,10.0,10.0,0.146694833985,6.73877313945e-11,0.60097291192,0.383007616093,8.20900306946e-06,0.775224426808,0.648692101538,-0.229043606228,-0.280867246234,1.27115391889,1.93893852165e-05,-1.8774073788,0.9985442913431122,0.7106409397605145,-0.728631049845,0.115067147095,1.75516214648e-06,-0.169946304537,1.39981854613,-9.35843818205e-06,-0.864887223443
490,-0.8316776525041674,-3.1473516787936973,3.10428721407,0.329513459896,0.351815106072,0.431052352238,0.679892086411,1.07029713964e-05,1.45161508422,1.9441766435,2.26197884569e-05,2.82870194239,1.42554332472,2.01260978363e-05,1.78027792693,-0.34005791854824796,6.946230554277008,6.79311593134,1.49878898266,2.24586042694e-05,1.53967496387,1.98528207365,2.26289243097e-05,3.9534015317,0.497556193582,1.21749043968e-10,1.4441257224,10.0,10.0,10.0,0.22065164022,5.01358203131e-11,0.588891998095,0.469735713162,7.0806652451e-06,0.767392988041,0.901638592633,-0.145417356894,-0.169582013012,1.55761303269,1.64065201061e-05,-1.87666324382,0.9976600795848833,0.6971384154009779,-0.735775163518,0.140997943118,1.4851478128e-06,-0.169878944096,2.25386442134,-5.13204789671e-06,-0.529398209569
500,-0.9091396050665351,-3.1550408342064493,3.08567096102,0.345031114802,0.351578014323,0.422160239514,0.743632708702,9.37456745564e-06,1.46204466052,2.27128677571,1.94761031593e-05,2.85018766899,1.6510742055,1.73904486995e-05,1.80229539828,-0.15616415407445272,6.974150744517964,6.72691125088,1.74366570989,1.9380834294e-05,1.56555326687,2.32009293631,1.94814677315e-05,3.95340858478,0.497556653503,2.02354641759e-10,1.45336607104,10.0,10.0,10.0,0.324526157669,3.73822117416e-11,0.578904069894,0.569671973744,6.11409942196e-06,0.760857457014,0.603422933652,-0.0802117253118,-0.088089905401,1.88669875428,1.39743081707e-05,-1.88671311296,0.9964472460930376,0.6876610440180692,-0.74606929886,0.170787376616,1.2649795984e-06,-0.17078867639,1.74704173201,-2.44603980552e-06,-0.27839856488
510,-0.9704087861225376,-3.158719988240114,3.05819848394,0.358498271778,0.351463015253,0.415463596532,0.817993559237,8.19522469688e-06,1.46587127984,2.64842984591,1.68305010369e-05,2.87451601635,1.91069420155,1.50644227295e-05,1.82038394942,1.3580513303690367e-05,6.987367505026029,6.628310629,2.02501190357,1.67736941502e-05,1.58582377862,2.70615570579,1.68336786059e-05,3.95341426159,0.49755739559,3.32411740891e-10,1.45599459676,10.0,10.0,10.0,0.469198380114,2.80326561126e-11,0.571994625162,0.684980569151,5.29458743554e-06,0.756303262694,0.0414518228614,-0.00486637137679,-0.00473771351719,2.26561691363,1.19861009779e-05,-1.90723891415,0.9951414788409445,0.6811180819914001,-0.758727329529,0.205087732325,1.08500349472e-06,-0.172646708961,0.138883193437,-1.2855015892e-07,-0.0151233035192
520,-1.0201565390512801,-3.1605164950333196,3.02214877516,0.370200638343,0.351402269873,0.411356062042,0.903189837076,7.16054597499e-06,1.46279339405,3.08091521029,1.45890845424e-05,2.89975388027,2.20826331854,1.30798628826e-05,1.83335429483,0.13006306612062923,6.993772733793353,6.49770188118,2.34753797895,1.45548608408e-05,1.59931251525,3.14879140621,1.45909868683e-05,3.95341841952,0.497558578138,5.39661748845e-10,1.45178524563,10.0,10.0,10.0,0.668307051403,2.11259139987e-11,0.568759421848,0.817500490155,4.59629350658e-06,0.754161403048,0.249274281701,0.0941169460666,0.090244282344,2.70043999555,1.03356069262e-05,-1.93668619864,0.9938551953283223,0.6765576872602084,-0.77262998393,0.244448702531,9.35597794112e-07,-0.175312330304,0.965257548736,2.15866819399e-06,0.290122205731
530,-1.0627458317479728,-3.1614021456201358,2.97917884162,0.380230885952,0.351363551695,0.410117914732,0.999917139592,6.26370888083e-06,1.4528255955,3.57295733553,1.2691157538e-05,2.9240286709,2.54737173842,1.13914143778e-05,1.84023499447,0.23997782312851257,6.996913542366245,6.34030087092,2.71575325012,1.26704989491e-05,1.60501471529,3.65213374963,1.26923075897e-05,3.95342076266,0.497560440136,8.65987546025e-10,1.44083794525,10.0,10.0,10.0,0.93816545088,1.60202289067e-11,0.569592223382,0.96858941295,4.00252781461e-06,0.754713338548,0.340026324758,0.220112482505,0.194050696606,3.19550554401,8.95791163907e-06,-1.97324538437,0.9926050035557166,0.6733626418429903,-0.786639359302,0.289262929541,8.10886330067e-07,-0.178621733784,1.51886698573,4.39680491863e-06,0.626186017836
540,-1.1022723310482387,-3.1618362698085134,2.93249683673,0.388576732446,0.351328789506,0.411753960042,1.10937049572,5.48747481541e-06,1.43676842114,4.12713761841,1.10755654613e-05,2.94587176836,2.93101752567,9.94918825555e-06,1.84069716832,0.3384844164040537,6.9984472168383025,6.16698781874,3.13350297027,1.10628706418e-05,1.6026265782,4.21853178418,1.10762709583e-05,3.95342078286,0.497563338351,1.37390985159e-09,1.42404168689,10.0,10.0,10.0,1.2971506405,1.22180746924e-11,0.57443415935,1.13892521287,3.49543626639e-06,0.757914348294,0.388951952307,0.370589203988,0.299367252208,3.75266607493,7.79727098067e-06,-2.01450847434,0.9913370012655881,0.6711472920007209,-0.799697194089,0.339698106442,7.05823042781e-07,-0.182356943165,1.99907572607,6.46539832803e-06,0.966276705864
550,-1.1427264097146659,-3.1620498608506495,2.88628365574,0.395184843678,0.351283965163,0.415994460991,1.23312457682,4.81319864072e-06,1.41616984846,4.74360070577,9.68832168911e-06,2.96432123841,3.36126275186,8.70779224857e-06,1.83510037273,0.43516536021154373,6.999199792284088,5.99240949506,3.60391106856,9.68034974666e-06,1.59257907462,4.84777456681,9.68876322919e-06,3.95341767481,0.497567799594,2.15574325977e-09,1.40301121004,10.0,10.0,10.0,1.76443427518,9.35691686093e-12,0.582766720323,1.32832009515,3.05890778889e-06,0.763391590419,0.416864245665,0.538311388835,0.397851701209,4.370553551,6.80803808128e-06,-2.05763020568,0.9899432654866597,0.6696258234831539,-0.810954630034,0.395630396026,6.16275895222e-07,-0.186260400118,2.45703863233,8.21971012229e-06,1.28025334029
560,-1.1875190243211644,-3.1621595656139783,2.84516309264,0.400000454103,0.35121390255,0.422506329546,1.37248564039,4.23299365074e-06,1.39265352948,5.41765961509,8.50313948194e-06,2.97851095934,3.837475893,7.64563687337e-06,1.82397296267,0.539093373851316,6.999585594017503,5.83334161504,4.12729655553,8.49810019466e-06,1.57558423864,5.53464905046,8.50342277039e-06,3.95341021586,0.497574593655,3.34636766248e-09,1.37940369516,10.0,10.0,10.0,2.35620074648,7.21058884997e-12,0.593886197093,1.53499209981,2.68525396378e-06,0.770640121648,0.431085065936,0.70889977115,0.48056619314,5.04212836095,5.96668696685e-06,-2.09971913367,0.9882898963577191,0.6685355249601612,-0.819758998023,0.456422559975,5.40115273754e-07,-0.190070365848,2.90083824699,9.50415211064e-06,1.53704466167
570,-1.238851536546513,-3.162214769669752,2.8131278334,0.403064000165,0.351097959422,0.430801322032,1.52876275001,3.73514677525e-06,1.36797774893,6.14205387781,7.49119063313e-06,2.98778288263,4.35749984885,6.73772187107e-06,1.8082524982,0.6572652548330522,6.999779474135302,5.7050829163,4.70231343214,7.48790391174e-06,1.55294652207,6.27128457214,7.49137733382e-06,3.9533965985,0.497584834033,5.14085828827e-09,1.35497072312,10.0,10.0,10.0,3.08476995854,5.59606525288e-12,0.606837209068,1.75635131979,2.36560040009e-06,0.778997566792,0.43504590889,0.862029484398,0.540322137389,5.7573307981,5.2504941992e-06,-2.13797706256,0.9862485879201814,0.6677830639917539,-0.825740418097,0.521163975484,4.75284211741e-07,-0.193533542624,3.32420152531,1.0184743006e-05,1.71327354846
580,-1.2982388837379708,-3.162243242616999,2.7926169935,0.404440617302,0.35090351878,0.439991632258,1.70311428857,3.30247523243e-06,1.34445459648,6.90542081892,6.61414370402e-06,2.99205612422,4.91634524407,5.95030903891e-06,1.7898429616,0.796404709366485,6.999879377439573,5.61814598432,5.32404290167,6.61194920573e-06,1.52727850879,7.04583616914,6.61427046057e-06,3.95337419944,0.49760011573,7.8185812682e-09,1.33194550972,10.0,10.0,10.0,3.95361408527,4.35967876939e-12,0.620181333959,1.98836970538,2.08798437959e-06,0.787515926162,0.430721049272,0.977857168418,0.573518071887,6.50094837488,4.63064706414e-06,-2.16952502299,0.9836853014097329,0.667253773569425,-0.828861410619,0.588477580719,4.19174530289e-07,-0.196389320944,3.71324276901,1.02030454363e-05,1.80001825818
590,-1.3651325577283562,-3.162258257159085,2.78428694761,0.40435789608,0.350579976648,0.449535281943,1.89581706998,2.92981788016e-06,1.32308909138,7.6946362234,5.85917765964e-06,2.99123169863,5.50672561879,5.27227559297e-06,1.76990310365,0.9583359148564519,6.999932024063746,5.57684179045,5.98455012635,5.85766087617e-06,1.50033160044,7.84483769126,5.8592672303e-06,3.95333926418,0.497622701917,1.17757770743e-08,1.31124469204,10.0,10.0,10.0,4.95813938478,3.41641344927e-12,0.633033288047,2.2266879855,1.84835425427e-06,0.795633890711,0.420340267668,1.04602509207,0.582915629837,7.25681196303,4.09691601839e-06,-2.19314446417,0.980535013950159,0.666881166434326,-0.829336096729,0.656899717007,3.70860232675e-07,-0.198527395392,4.05890894577,9.67063698125e-06,1.80913121003
600,-1.4385114178134668,-3.1622662484512563,2.78697163573,0.403075553353,0.350046122455,0.458725241475,2.10694568318,2.60608078554e-06,1.30492359735,8.49722900448,5.20229609452e-06,2.98587878121,6.12084568393,4.68232357737e-06,1.75003524356,1.1437307947041777,6.999960031106836,5.57858475826,6.67467986645,5.20121521531e-06,1.47433185499,8.65571551705,5.20236151149e-06,3.95328647939,0.497655774466,1.75691526528e-08,1.29380756021,10.0,10.0,10.0,6.08689455662,2.68641675889e-12,0.644464301626,2.46716326104,1.63902921234e-06,0.802785339693,0.405563965261,1.06548880448,0.573085700428,8.00955537122,3.63151885866e-06,-2.20827412623,0.9767583245725735,0.666619804981057,-0.827618430461,0.725039408974,3.28731641761e-07,-0.199896959709,4.35296991618,8.74833063315e-06,1.75865739198
610,-1.5162469181838094,-3.162270610960358,2.79854033199,0.400910712719,0.349175551107,0.467142683425,2.33554456984,2.32577909612e-06,1.29015557975,9.30146273211,4.63096841053e-06,2.97671114958,6.74983678749,4.16939685494e-06,1.73123900268,1.3498071469714539,6.999975315169568,5.61650306272,7.38337903833,4.63017132807e-06,1.45066417815,9.46684637227,4.63101795651e-06,3.95320839747,0.497703767025,2.59734692291e-08,1.27975407223,10.0,10.0,10.0,7.32287912616,2.11950342876e-12,0.654053324671,2.70608187721,1.45585144461e-06,0.808735633363,0.388188878109,1.04555141464,0.550631575282,8.74593954145,3.22477010586e-06,-2.21554603953,0.9723937090694234,0.6664357711141851,-0.824234526572,0.791698233193,2.91912010501e-07,-0.200555226428,4.59463730873,7.6442257321e-06,1.67160250872
620,-1.59608359697464,-3.16227306569228,2.81636163433,0.398171450767,0.34777316092,0.474516951886,2.57973572877,2.08400870406e-06,1.27867650144,10.0974652327,4.13383059563e-06,2.96470837435,7.38511900552,3.72346363317e-06,1.71422985284,1.5718734670015122,6.99998391325777,5.68096273984,8.09987182924,4.13322475892e-06,1.43017356718,10.2685044382,4.13386902916e-06,3.95309467248,0.497772803607,3.80560911947e-08,1.26893016549,10.0,10.0,10.0,8.6467963607,1.67681966404e-12,0.661670194469,2.94054354851,1.29492071728e-06,0.8134311246,0.369583956131,0.997775886049,0.52094388857,9.45612483251,2.86774095095e-06,-2.21620995621,0.967524973421784,0.666305412823629,-0.81972223988,0.855985487581,2.59593086982e-07,-0.200615325363,4.78614093316,6.51470860558e-06,1.56593912895
630,-1.67528447581982,-3.1622744919765924,2.83764183138,0.395164319813,0.345540749749,0.480705178294,2.8368759116,1.8761112311e-06,1.27015703611,10.8799934303,3.69981308286e-06,2.95104082866,8.02003832632,3.33475779617e-06,1.69947432576,1.8025932676371976,6.999988908210598,5.76101233211,8.81531675255,3.69933576684e-06,1.41326776339,11.0558346613,3.69984396431e-06,3.95293107531,0.497871270568,5.52704376578e-08,1.26097685692,10.0,10.0,10.0,10.0440377455,1.32778309666e-12,0.667400944636,3.16923299009,1.15229470912e-06,0.816946108771,0.351068342489,0.935855389177,0.488999282799,10.1366285284,2.55152773813e-06,-2.21191352273,0.9623121425863194,0.6662133462381289,-0.814613002199,0.917585910407,2.30968896211e-07,-0.200226404449,4.93722577158,5.47252704986e-06,1.45726221697
640,-1.7525973398824526,-3.162275325412186,2.86001851162,0.392082019402,0.342027913981,0.485639379693,3.10400202864,1.69794393112e-06,1.26435330458,11.6451951801,3.31851231693e-06,2.93689824721,8.64998795227,2.99414731286e-06,1.68725171314,2.0366143885431516,6.999991826590005,5.84687553437,9.52435653657,3.3181283958e-06,1.39999018915,11.8252286599,3.3185377847e-06,3.9526983812,0.498010554422,7.9559534193e-08,1.25564165035,10.0,10.0,10.0,11.5023044294,1.04874385991e-12,0.671409600552,3.39150474413,1.02408195957e-06,0.819395875357,0.332943951047,0.865225506191,0.456316890393,10.785999416,2.26740606757e-06,-2.20413893269,0.9568515527827096,0.6661487101723678,-0.809322836056,0.976368135228,2.05249689769e-07,-0.199522634527,5.05011777281,4.54273446958e-06,1.35008557429
650,-1.8257087068490998,-3.162275857650868,2.881795956,0.38910308844,0.336594470076,0.489359297052,3.37674166742,1.54889261707e-06,1.26080265022,12.3862687644,2.98605733458e-06,2.92308188974,9.26650566518,2.69841780222e-06,1.67756402268,2.266238071306808,6.9999936901507205,5.93150258718,10.2166047301,2.98574026013e-06,1.39013115173,12.5699872288,2.98607873027e-06,3.95237160232,0.498205983953,1.13429313756e-07,1.25247018811,10.0,10.0,10.0,13.0005386598,8.24958952752e-13,0.67392861126,3.60562597336,9.08272510182e-07,0.820931550898,0.316200238142,0.795223183389,0.426199145804,11.4010583925,2.01085291584e-06,-2.19426792607,0.9513517007121579,0.6661020000119677,-0.804191188446,1.03204438392,1.82026035412e-07,-0.198629093191,5.13798773264,3.76281702901e-06,1.25373731889
660,-1.8942290389399796,-3.1622761625894706,2.90153762499,0.386322603902,0.328319206064,0.491841528003,3.65361428859,1.42399933889e-06,1.25938586476,13.1108888576,2.68957495622e-06,2.91058554114,9.8738198501,2.43628676589e-06,1.67053106232,2.487476464979216,6.99999475778443,6.00869325548,10.8967520238,2.68930744637e-06,1.38358219848,13.297999046,2.68959324019e-06,3.95192168698,0.498478015794,1.597894134e-07,1.25134913946,10.0,10.0,10.0,14.5502561061,6.39807593218e-13,0.67508662074,3.81447979495,7.99879736722e-07,0.82163655027,0.300663215514,0.726573083006,0.398531057163,11.9922087114,1.77079903451e-06,-2.18331164982,0.9458896250853105,0.6660720101045972,-0.799489168092,1.08555637778,1.6029592479e-07,-0.19763731129,5.20571480646,3.10400623947e-06,1.16743202154
